,SYSTEM,CATG_MGT_PNL,ACCT_CATG,CUST_NAME,ACCT_NAME,ACCT_NO,CONT_NO,LINE_NO,GN,CN,BUSI_CODE,CONTRACT_ADDR1,CONTRACT_ADDR2,CONTRACT_ADDR3,CONTRACT_ADDR4,BUILDING_ID,INST_ADDR_FLAT,INST_ADDR_FLOR,ADDRESS,INST_ADD1,INST_ADD2,INST_ADD3,INST_ADD4
725207,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555135,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
725208,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,1,21238675,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
727084,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,26,31534541,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000279,SHOP G9-G10&G73,G,KOLOUR TSUEN WAN I 68 CHUNG ON ST TSUEN WAN NT,SHOP G9-G10&G73 G/F,CITY LANDMARK I,68 CHUNG ON ST,TSUEN WAN NT
736344,ONOP,IDAP/IDAM,IC,FORTRESS,FORTRESS,452311,4,35245700,GN00412,CN00000171,VOICE,.,WATSON HOUSE,1 -5 WO LIU HANG ROAD,FO TAN SHATIN,00001518,,3,SHOPPING CTR GREENVIEW CRT TSUEN WAN NT,3/F SHOPPING CTR,GREENVIEW CRT,644-654 CASTLE PEAK RD - TSW,TSUEN WAN NT
739271,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,24,35498920,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,21406201,SHOP NO.B107,B1,THE MASTERPIECE / K11 HANOI RD TSIM SHA TSUI KLN,SHOP NO.B107 B1/F,K11 & KIL 9805 DEP. HOTEL,HANOI RD,TSIM SHA TSUI KLN
746318,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,12,28962190,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00013549,SHOP 306-7,3,NEW JADE SHOPPING ARCADE NEW JADE GDN CHAI WAN HK,SHOP 306-7 3/F,NEW JADE SHOPPING ARCADE,NEW JADE GDN,CHAI WAN HK
782781,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,14,25559349,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
788275,ONOP,,IC,FORTRESS,FORTRESS,171,1,81215100,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
788276,ONOP,,IC,FORTRESS,FORTRESS,171,1,81707464,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
831637,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21218640,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000814,,.,FESTIVAL WALK 80 TAT CHEE AVE KOWLOON TONG KLN,/F,"MTR01, LEVEL MTR,FESTIVAL WALK",80 TAK CHI AVENUE,Kowloon KLN
850573,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,4,28660612,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020203,FLAT 5,G,HOPEWELL CTR 183 KENNEDY RD WAN CHAI HK,FLAT 5 G/F,HOPEWELL CTR,183 QUEEN'S RD E,WAN CHAI HK
850574,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,4,28667386,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020203,FLAT 5,G,HOPEWELL CTR 183 KENNEDY RD WAN CHAI HK,FLAT 5 G/F,HOPEWELL CTR,183 QUEEN'S RD E,WAN CHAI HK
855123,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,22,39043974,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1-5 WO LIU HANG ROAD,FOTAN NT,32403202,SHOP 450-453,L4,BLOCK 1 TSUEN WAN PLAZA 4-30 TAI PA ST TSUEN WAN NT,SHOP 450-453 L4/F BLOCK 1,TSUEN WAN PLAZA,4-30 TAI PA ST,TSUEN WAN NT
855711,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,4,25299611,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020203,FLAT 5,G,HOPEWELL CTR 183 KENNEDY RD WAN CHAI HK,FLAT 5 G/F,HOPEWELL CTR,183 QUEEN'S RD E,WAN CHAI HK
856980,ONOP,,IC,FORTRESS,FORTRESS,171,1,81215112,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
860869,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,31651473,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00002072,SHOP NO.1-6,G,HOLLYWOOD PLAZA 610 NATHAN RD MONG KOK KLN,SHOP NO.1-6 G/F,HOLLYWOOD PLAZA,610 NATHAN RD,MONG KOK KLN
864467,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,7,35250111,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,21100104,SHOP 109,1,SHOPPING MALL (1-2/F) THE VICTORIA TOWERS TSIM SHA TSUI KLN,SHOP 109 1/F,SHOPPING MALL,THE VICTORIA,TSIM SHA TSUI KLN
899068,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,7,25626893,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00100010,FLAT 16-17,B,HOMEWORLD PROVIDENT CTR NORTH POINT HK,FLAT 16-17 B/F,SHOPPING ARC PROVIDENT CTR,WHARF RD,NORTH POINT HK
916027,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555107,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
929657,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25543992,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
932141,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25548154,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00000123,,G,CHIVAS GODOWN 60 KA YIP ST CHAI WAN HK,G/F,CHIVAS GODOWN,60 KA YIP ST,CHAI WAN HK
939451,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,28148695,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,"CAVENDISH CENTRE,","23 YIP HING ST.,",Wong Chuk Hang HK
943217,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522731,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
943937,ONOP,IDAP/IDAM,IC,FORTRESS,FORTRESS,452311,4,25555700,GN00412,CN00000171,VOICE,.,WATSON HOUSE,1 -5 WO LIU HANG ROAD,FO TAN SHATIN,35007701,,11,HUTCHISON TELECOM TOWER 99 CHEUNG FAI RD TSING YI NT,11/F,HUTCHISON TELECOM TOWER,CHEUNG FAI RD,TSING YI NT
946340,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25558522,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
947497,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,11,31523066,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00014561,SHOP 543-545,L5,METRO PLZ COMM CTR 223 HING FONG RD KWAI CHUNG NT,SHOP 543-545 L5/F,METRO PLZ COMM CTR,223 HING FONG RD,KWAI CHUNG NT
951121,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,12,28962152,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00013549,SHOP 306-7,3,NEW JADE SHOPPING ARCADE NEW JADE GDN CHAI WAN HK,SHOP 306-7 3/F,NEW JADE SHOPPING ARCADE,NEW JADE GDN,CHAI WAN HK
955466,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,35292474,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00012654,SHOP 258,L2,SHOPPING ARCADE EAST POINT CITY TSEUNG KWAN O NT,SHOP 258 L2/F,SHOPPING ARCADA,EAST POINT CITY,TSEUNG KWAN O KLN
957835,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,22,39043977,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1-5 WO LIU HANG ROAD,FOTAN NT,32403202,SHOP 450-453,L4,BLOCK 1 TSUEN WAN PLAZA 4-30 TAI PA ST TSUEN WAN NT,SHOP 450-453 L4/F BLOCK 1,TSUEN WAN PLAZA,4-30 TAI PA ST,TSUEN WAN NT
965196,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21218639,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000814,,.,FESTIVAL WALK 80 TAT CHEE AVE KOWLOON TONG KLN,/F,"MTR01, LEVEL MTR,FESTIVAL WALK",80 TAK CHI AVENUE,Kowloon Tong KLN
968742,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,3,25685511,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000284,ROOM 418,4,CITY PLAZA 1 TAIKOO SHING QUARRY BAY HK,ROOM 418 4/F,"CITY PLAZA, TAIKOO SHING, I PH 1",TAIKOO SHING,QUARRY BAY HK
972070,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,25,39070415,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00007563,SHOP 316 & 317C,L3,WINDSOR HSE 311 GLOUCESTER RD CAUSEWAY BAY HK,SHOP 316 & 317C L3/F,WINDSOR HSE,311 GLOUCESTER RD,CAUSEWAY BAY HK
973913,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,1,21897242,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00003164,SHOP S32-38,2,KORNHILL PLAZA N KORNHILL QUARRY BAY HK,SHOP S32-38 2/F,KORNHILL PLAZA N,1 KORNHILL RD,QUARRY BAY HK
974280,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555718,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
994379,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,15,21210703,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,00100010,SHOP B16-17,B,HOMEWORLD PROVIDENT CTR NORTH POINT HK,SHOP B16-17 B/F,HOMEWORLD,PROVIDENT CTR,NORTH POINT HK
995782,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,1,21867217,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090499,,3,MARITIME SQUARE 33 TSING KING RD TSING YI NT,3/F,SHOP 305-306  MARITINE SQUARE,TSING KING RD,Tsing Yi NT
1001090,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,3,28861999,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000284,ROOM 418,4,CITY PLAZA 1 TAIKOO SHING QUARRY BAY HK,ROOM 418 4/F,"CITY PLAZA, TAIKOO SHING, I PH 1",TAIKOO SHING,QUARRY BAY HK
1002884,ONOP,,IC,FORTRESS,FORTRESS,171,1,81207592,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1007108,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21868353,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00001089,,3,FUK SHING MANS 89-93A MA TAU WAI RD HUNG HOM KLN,3/F,FUK SHING MANS,89-93A MA TAU WAI RD,HUNG HOM KLN
1013428,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555127,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1013429,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555707,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
1037608,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555123,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1037609,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,14,25550689,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1049887,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21218393,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000814,,.,FESTIVAL WALK 80 TAT CHEE AVE KOWLOON TONG KLN,/F,"MTR01, LEVEL MTR,FESTIVAL WALK",80 TAK CHI AVENUE,Kowloon KLN
1051193,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,12,28965346,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00013549,SHOP 306-7,3,NEW JADE SHOPPING ARCADE NEW JADE GDN CHAI WAN HK,SHOP 306-7 3/F,NEW JADE SHOPPING ARCADE,NEW JADE GDN,CHAI WAN HK
1069184,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,23,36950192,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00006582,SHOP B2-10,B2,THE KOWLOON HOTEL 19-21 NATHAN RD TSIM SHA TSUI KLN,SHOP B2-10 B2/F,THE KOWLOON HOTEL,19-21 NATHAN RD,TSIM SHA TSUI KLN
1070779,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,10,26408308,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003844,SHOP 364,3,MA ON SHAN PLAZA BAYSHORE TOWERS MA ON SHAN NT,SHOP 364 3/F,MA ON SHAN PLAZA,BAYSHORE TOWERS,MA ON SHAN NT
1083135,ONOP,BDEL,IC,FORTRESS,FORTRESS,450164,1,28663276,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000037,TOWER 1,2,TOWER 1 / 2 COMM COMPLEX ADMIRALTY CTR 18 HARCOURT RD CENTRAL DISTRICT HK,TOWER 1 2/F,COMM COMPLEX ADMIRALTY CTR,18 HARCOURT RD,CENTRAL DISTRICT HK
1086002,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555129,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1086955,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555709,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
1090635,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555124,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1092796,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,18,39043973,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,32403202,SHOP 450-453,L4,BLOCK 1 TSUEN WAN PLAZA 4-30 TAI PA ST TSUEN WAN NT,SHOP 450-453 L4/F BLOCK 1,TSUEN WAN PLAZA,4-30 TAI PA ST,TSUEN WAN NT
1094479,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,2,31623465,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019382,,3,CAPITOL CTR 5-19 JARDINE'S BAZAAR CAUSEWAY BAY HK,3/F,CAPITOL CTR,5-19 JARDINE'S BAZAAR,CAUSEWAY BAY HK
1094844,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,14,35425934,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00020539,,G,SHOPPING MALL METROPOLE BLDG NORTH POINT HK,G/F,SHOPPING MALL,METROPOLE BLDG,NORTH POINT HK
1095214,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522142,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
1105552,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522733,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,SHOP UG011-012,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,SHOP UG011-012 UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
1111337,ONOP,BDEL,IC,FORTRESS,FORTRESS,10470748,1,21231141,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090486,SHOP 221-222,2,+WOO KINGSWOOD VILLAS TIN SHUI WAI NT,SHOP 221-222 2/F,KINGSWOOD GINZA SHOP ARCADE PH 1,KINGSWOOD VILLAS,TIN SHUI WAI NT
1114381,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25529998,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
1116739,ONOP,BDEL,IC,FORTRESS,FORTRESS,10470748,1,21239412,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090486,SHOP NO.232-237,2,+WOO KINGSWOOD VILLAS TIN SHUI WAI NT,SHOP NO.232-237 2/F,KINGSWOOD GINZA SHOP ARCADE PH 1,KINGSWOOD VILLAS,TIN SHUI WAI NT
1117382,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,1,21867268,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090499,SHOP 305-306,3,MARITIME SQUARE 33 TSING KING RD TSING YI NT,SHOP 305-306 3/F,MARITIME SQUARE,33 TSING KING RD,TSING YI NT
1122069,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,28,35216505,GN00412,CN00000171,VOICE,7/F,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00100157,,B2,CHEUNG KONG CTR 2 QUEEN'S RD C CENTRAL DISTRICT HK,B2/F,CHEUNG KONG CTR,2 QUEEN'S RD C,CENTRAL DISTRICT HK
1134118,ONOP,,IC,FORTRESS,FORTRESS,171,1,81215135,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1149478,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,1,21867216,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090499,,3,MARITIME SQUARE 33 TSING KING RD TSING YI NT,3/F,SHOP 305-306  MARITINE SQUARE,TSING KING RD,Tsing Yi NT
1149849,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,5,27563627,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00090390,FLAT 55,1,AMOY PLAZA 77 NGAU TAU KOK RD NGAU TAU KOK KLN,FLAT 55 1/F,AMOY PLAZA PH 1,,NGAU TAU KOK KLN
1172513,ONOP,BDEL,IC,FORTRESS,OBSO10177137,10177137,2,21868351,GN00412,CN00000171,VOICE,OBSO10177137,OBSO10177137,OBSO10177137,OBSO10177137,00001089,,3,FUK SHING MANS 89-93A MA TAU WAI RD HUNG HOM KLN,3/F,FUK SHING MANS,89-93A MA TAU WAI RD,HUNG HOM KLN
1180349,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522730,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
1185590,ONOP,,IC,FORTRESS,FORTRESS,171,1,25555112,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1186299,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,21872393,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00000123,,1,CHIVAS GODOWN 60 KA YIP ST CHAI WAN HK,1/F,CHIVAS GODOWN,60 KA YIP ST,CHAI WAN HK
1198542,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,35273004,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,2,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,2/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
1199610,ONOP,BDEL,IC,FORTRESS,FORTRESS,10470748,1,21239410,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090486,SHOP 221-222,2,+WOO KINGSWOOD VILLAS TIN SHUI WAI NT,SHOP 221-222 2/F,KINGSWOOD GINZA SHOP ARCADE PH 1,KINGSWOOD VILLAS,TIN SHUI WAI NT
