,SYSTEM,CATG_MGT_PNL,ACCT_CATG,CUST_NAME,ACCT_NAME,ACCT_NO,CONT_NO,LINE_NO,GN,CN,BUSI_CODE,CONTRACT_ADDR1,CONTRACT_ADDR2,CONTRACT_ADDR3,CONTRACT_ADDR4,BUILDING_ID,INST_ADDR_FLAT,INST_ADDR_FLOR,ADDRESS,INST_ADD1,INST_ADD2,INST_ADD3,INST_ADD4
49410,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289368,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
49411,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25210601,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
55502,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289307,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
64254,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,22236673,2,61929828,GN00413,CN00001339,VOICE,FLAT 2108 21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK,,,,,,,,
66809,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,22975304,1,63380928,GN00413,CN00001339,VOICE,ROOM 2108 21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK,,,,,,,,
67804,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289319,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
87772,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289396,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
110611,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,17745688,1,98370308,GN00413,CN00001339,VOICE,ROOM 2108 21/F HUTCHISON HSE ,"10 HARCOURT RD,",CENTRAL,,,,,,,,,
110612,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81250721,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
111369,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289348,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
111370,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25212285,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
113506,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289271,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
159147,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289248,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
191224,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289334,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
207172,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289326,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
216647,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81224045,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
261998,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289386,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
267024,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289384,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
321517,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289303,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
364709,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81211488,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
367621,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289330,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
367622,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289342,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
380110,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289389,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
380111,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289395,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
396462,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289338,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
396463,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25211255,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
443487,ONOP,IDAP/IDAM,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289300,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,21300101,SERVER ROOM,18,THE METROPOLIS TWR 10 METROPOLIS DRV HUNG HOM KLN,SERVER ROOM 18/F TOWER 1,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN
465203,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289310,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
465204,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289337,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
466871,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289350,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
466872,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289370,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
521083,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,28100772,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,21300101,SERVER ROOM,18,THE METROPOLIS TWR 10 METROPOLIS DRV HUNG HOM KLN,SERVER ROOM 18/F TOWER 1,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN
574447,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289311,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
584051,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289385,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
589700,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289390,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
600871,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81212281,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
622486,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289371,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
648706,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289318,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
674485,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289382,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
684181,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289349,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
684182,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289356,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
684183,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289365,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
723274,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289354,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
729829,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289308,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
729830,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289340,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
729831,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81224058,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
771202,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81220601,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
784048,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289245,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
784049,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289305,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
797192,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289341,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
797193,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25212282,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
806985,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289272,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
862380,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289378,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
865698,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289243,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
866026,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289327,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
874580,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81250718,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
878627,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289383,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
882319,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25253705,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
894706,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289313,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
899256,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289373,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
910869,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,22975304,1,63380968,GN00413,CN00001339,VOICE,ROOM 2108 21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK,,,,,,,,
910870,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289320,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
910871,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289399,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
982004,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25212281,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00090473,,9,HIDC OFFICE TOWER 18 CONTAINER PORT RD KWAI CHUNG NT,9/F,HIDC OFFICE TOWER,18 CONTAINER PORT RD S,KWAI CHUNG NT
1008388,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289381,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1036211,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289345,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1040747,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289240,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
1096869,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289321,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1098971,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25235953,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,FLAT 2108 21/F,HUTCHISON HOUSE,10 HARCOURT RD,Central District HK
1162250,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289355,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1189582,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289375,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1189583,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,28104931,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1192187,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289353,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1192188,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289380,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1195565,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289394,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1209836,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81214537,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1232610,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,22236673,1,92823868,GN00413,CN00001339,VOICE,FLAT 2108 21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK,,,,,,,,
1274474,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,16958050,1,91266608,GN00413,CN00001339,VOICE,ROOM . 2108 21/F. ,"HUTCHISON HSE.,","10 HARCOURT RD.,",,,,,,,,,
1274475,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25257456,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1286207,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289376,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1352321,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289369,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1363215,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289301,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
1363452,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289366,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1410393,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289387,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1424788,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289335,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1427379,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,19364546,1,90400031,GN00413,CN00001339,VOICE,FLAT 2108 21/F HUTCHISON HSE,10 HARCOURT RD,CENTRAL,,,,,,,,,
1427380,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289379,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1427556,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289339,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1473481,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25210603,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
